poem_slug,author_name,poem_title,poem_link,line_index,line_text,correct_last_word,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,no_choices,target_pos
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,0,The art of losing isn’t hard to master;,master;,,,,,,,True,VERB
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,1,so many things seem filled with the intent,intent,intent,consent,event,present,dissent,,False,NOUN
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,2,to be lost that their loss is no disaster.,disaster.,,,,,,,True,NOUN
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,3,Lose something every day. Accept the fluster,fluster,custer,fluster,cluster,,,,False,NOUN
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,4,"of lost door keys, the hour badly spent.",spent.,went.,spent.,,,,,False,VERB
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,5,The art of losing isn’t hard to master.,master.,,,,,,,True,VERB
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,6,"Then practice losing farther, losing faster:",faster:,,,,,,,True,ADV
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,7,"places, and names, and where it was you meant",meant,meant,went,,,,,False,VERB
elizabeth-bishop-one-art,Elizabeth Bishop,One Art,https://www.poetryfoundation.org/poems/47536/one-art,8,to travel. None of these will bring disaster.,disaster.,,,,,,,True,NOUN
emily-dickinson-im-nobody-who-are-you-260,Emily Dickinson,I’m Nobody! Who are you? (260),https://www.poetryfoundation.org/poems/52391/im-nobody-who-are-you-260,0,I’m Nobody! Who are you?,you?,two?,through?,you?,,,,False,OTHER
emily-dickinson-im-nobody-who-are-you-260,Emily Dickinson,I’m Nobody! Who are you? (260),https://www.poetryfoundation.org/poems/52391/im-nobody-who-are-you-260,1,Are you – Nobody – too?,too?,,,,,,,True,ADV
emily-dickinson-im-nobody-who-are-you-260,Emily Dickinson,I’m Nobody! Who are you? (260),https://www.poetryfoundation.org/poems/52391/im-nobody-who-are-you-260,2,Then there’s a pair of us!,us!,us!,plus!,,,,,False,OTHER
emily-dickinson-im-nobody-who-are-you-260,Emily Dickinson,I’m Nobody! Who are you? (260),https://www.poetryfoundation.org/poems/52391/im-nobody-who-are-you-260,3,Don't tell! they'd advertise – you know!,know!,know!,slow!,,,,,False,VERB
emily-dickinson-im-nobody-who-are-you-260,Emily Dickinson,I’m Nobody! Who are you? (260),https://www.poetryfoundation.org/poems/52391/im-nobody-who-are-you-260,4,How dreary – to be – Somebody!,Somebody!,,,,,,,True,NOUN
emily-dickinson-im-nobody-who-are-you-260,Emily Dickinson,I’m Nobody! Who are you? (260),https://www.poetryfoundation.org/poems/52391/im-nobody-who-are-you-260,5,How public – like a Frog –,–,,,,,,,True,NOUN
emily-dickinson-im-nobody-who-are-you-260,Emily Dickinson,I’m Nobody! Who are you? (260),https://www.poetryfoundation.org/poems/52391/im-nobody-who-are-you-260,6,To tell one’s name – the livelong June –,–,,,,,,,True,NOUN
emily-dickinson-im-nobody-who-are-you-260,Emily Dickinson,I’m Nobody! Who are you? (260),https://www.poetryfoundation.org/poems/52391/im-nobody-who-are-you-260,7,To an admiring Bog!,Bog!,Fog!,Fogg!,Bog!,,,,False,NOUN
emily-dickinson-i-heard-a-fly-buzz---when-i-died,Emily Dickinson,I heard a Fly buzz - when I died -,https://www.poetryfoundation.org/poems/45703/i-heard-a-fly-buzz-when-i-died-591,0,I heard a Fly buzz - when I died -,-,,,,,,,True,VERB
emily-dickinson-i-heard-a-fly-buzz---when-i-died,Emily Dickinson,I heard a Fly buzz - when I died -,https://www.poetryfoundation.org/poems/45703/i-heard-a-fly-buzz-when-i-died-591,1,The Stillness in the Room,Room,Room,Groom,Tomb,Boom,Bloom,Gloom,False,NOUN
emily-dickinson-i-heard-a-fly-buzz---when-i-died,Emily Dickinson,I heard a Fly buzz - when I died -,https://www.poetryfoundation.org/poems/45703/i-heard-a-fly-buzz-when-i-died-591,2,Was like the Stillness in the Air -,-,,,,,,,True,NOUN
emily-dickinson-i-heard-a-fly-buzz---when-i-died,Emily Dickinson,I heard a Fly buzz - when I died -,https://www.poetryfoundation.org/poems/45703/i-heard-a-fly-buzz-when-i-died-591,3,Between the Heaves of Storm -,-,,,,,,,True,NOUN
emily-dickinson-i-heard-a-fly-buzz---when-i-died,Emily Dickinson,I heard a Fly buzz - when I died -,https://www.poetryfoundation.org/poems/45703/i-heard-a-fly-buzz-when-i-died-591,4,The Eyes around - had wrung them dry -,-,,,,,,,True,VERB
emily-dickinson-i-heard-a-fly-buzz---when-i-died,Emily Dickinson,I heard a Fly buzz - when I died -,https://www.poetryfoundation.org/poems/45703/i-heard-a-fly-buzz-when-i-died-591,5,And Breaths were gathering firm,firm,term,firm,,,,,False,NOUN
emily-dickinson-i-heard-a-fly-buzz---when-i-died,Emily Dickinson,I heard a Fly buzz - when I died -,https://www.poetryfoundation.org/poems/45703/i-heard-a-fly-buzz-when-i-died-591,6,For that last Onset - when the King,King,King,String,Spring,Ring,Thing,,False,NOUN
emily-dickinson-i-heard-a-fly-buzz---when-i-died,Emily Dickinson,I heard a Fly buzz - when I died -,https://www.poetryfoundation.org/poems/45703/i-heard-a-fly-buzz-when-i-died-591,7,Be witnessed - in the Room -,-,,,,,,,True,NOUN
emily-dickinson-hope-is-the-thing-with-feathers,Emily Dickinson,“Hope” is the thing with feathers,https://www.poetryfoundation.org/poems/42889/hope-is-the-thing-with-feathers-314,0,“Hope” is the thing with feathers -,-,,,,,,,True,NOUN
emily-dickinson-hope-is-the-thing-with-feathers,Emily Dickinson,“Hope” is the thing with feathers,https://www.poetryfoundation.org/poems/42889/hope-is-the-thing-with-feathers-314,1,That perches in the soul -,-,,,,,,,True,NOUN
emily-dickinson-hope-is-the-thing-with-feathers,Emily Dickinson,“Hope” is the thing with feathers,https://www.poetryfoundation.org/poems/42889/hope-is-the-thing-with-feathers-314,2,And sings the tune without the words -,-,,,,,,,True,NOUN
emily-dickinson-hope-is-the-thing-with-feathers,Emily Dickinson,“Hope” is the thing with feathers,https://www.poetryfoundation.org/poems/42889/hope-is-the-thing-with-feathers-314,3,And never stops - at all -,-,,,,,,,True,OTHER
emily-dickinson-hope-is-the-thing-with-feathers,Emily Dickinson,“Hope” is the thing with feathers,https://www.poetryfoundation.org/poems/42889/hope-is-the-thing-with-feathers-314,4,And sweetest - in the Gale - is heard -,-,,,,,,,True,VERB
emily-dickinson-hope-is-the-thing-with-feathers,Emily Dickinson,“Hope” is the thing with feathers,https://www.poetryfoundation.org/poems/42889/hope-is-the-thing-with-feathers-314,5,And sore must be the storm -,-,,,,,,,True,NOUN
emily-dickinson-hope-is-the-thing-with-feathers,Emily Dickinson,“Hope” is the thing with feathers,https://www.poetryfoundation.org/poems/42889/hope-is-the-thing-with-feathers-314,6,That could abash the little Bird,Bird,Herd,Byrd,Word,Bird,,,False,NOUN
emily-dickinson-hope-is-the-thing-with-feathers,Emily Dickinson,“Hope” is the thing with feathers,https://www.poetryfoundation.org/poems/42889/hope-is-the-thing-with-feathers-314,7,That kept so many warm -,-,,,,,,,True,NOUN
ernest-dowson-vitae-summa-brevis-spem-nos-vetat-incohare-longam,Ernest Dowson,Vitae Summa Brevis Spem Nos Vetat Incohare Longam,https://www.poetryfoundation.org/poems/50437/vitae-summa-brevis-spem-nos-vetat-incohare-longam,0,"They are not long, the weeping and the laughter,","laughter,",,,,,,,True,NOUN
ernest-dowson-vitae-summa-brevis-spem-nos-vetat-incohare-longam,Ernest Dowson,Vitae Summa Brevis Spem Nos Vetat Incohare Longam,https://www.poetryfoundation.org/poems/50437/vitae-summa-brevis-spem-nos-vetat-incohare-longam,1,Love and desire and hate:,hate:,freight:,nate:,hate:,gait:,strait:,straight:,False,NOUN
ernest-dowson-vitae-summa-brevis-spem-nos-vetat-incohare-longam,Ernest Dowson,Vitae Summa Brevis Spem Nos Vetat Incohare Longam,https://www.poetryfoundation.org/poems/50437/vitae-summa-brevis-spem-nos-vetat-incohare-longam,2,I think they have no portion in us after,after,,,,,,,True,OTHER
ernest-dowson-vitae-summa-brevis-spem-nos-vetat-incohare-longam,Ernest Dowson,Vitae Summa Brevis Spem Nos Vetat Incohare Longam,https://www.poetryfoundation.org/poems/50437/vitae-summa-brevis-spem-nos-vetat-incohare-longam,3,We pass the gate.,gate.,straight.,wait.,ate.,nate.,gate.,slate.,False,NOUN
ernest-dowson-vitae-summa-brevis-spem-nos-vetat-incohare-longam,Ernest Dowson,Vitae Summa Brevis Spem Nos Vetat Incohare Longam,https://www.poetryfoundation.org/poems/50437/vitae-summa-brevis-spem-nos-vetat-incohare-longam,4,"They are not long, the days of wine and roses:",roses:,noses:,roses:,,,,,False,NOUN
ernest-dowson-vitae-summa-brevis-spem-nos-vetat-incohare-longam,Ernest Dowson,Vitae Summa Brevis Spem Nos Vetat Incohare Longam,https://www.poetryfoundation.org/poems/50437/vitae-summa-brevis-spem-nos-vetat-incohare-longam,5,Out of a misty dream,dream,dream,seem,beam,seam,steam,theme,False,NOUN
ernest-dowson-vitae-summa-brevis-spem-nos-vetat-incohare-longam,Ernest Dowson,Vitae Summa Brevis Spem Nos Vetat Incohare Longam,https://www.poetryfoundation.org/poems/50437/vitae-summa-brevis-spem-nos-vetat-incohare-longam,6,"Our path emerges for a while, then closes",closes,,,,,,,True,VERB
ernest-dowson-vitae-summa-brevis-spem-nos-vetat-incohare-longam,Ernest Dowson,Vitae Summa Brevis Spem Nos Vetat Incohare Longam,https://www.poetryfoundation.org/poems/50437/vitae-summa-brevis-spem-nos-vetat-incohare-longam,7,Within a dream.,dream.,beam.,steam.,seam.,dream.,stream.,scheme.,False,NOUN
ezra-pound-in-a-station-of-the-metro,Ezra Pound,In a Station of the Metro,https://www.poetryfoundation.org/poetrymagazine/poems/12675/in-a-station-of-the-metro,0,In a Station of the Metro ,Metro,Metro,Solo,Shadow,Cargo,Elbow,Trio,False,NOUN
ezra-pound-in-a-station-of-the-metro,Ezra Pound,In a Station of the Metro,https://www.poetryfoundation.org/poetrymagazine/poems/12675/in-a-station-of-the-metro,1,The apparition of these faces in the crowd:,crowd:,proud:,loud:,cloud:,vowed:,crowd:,,False,NOUN
ezra-pound-in-a-station-of-the-metro,Ezra Pound,In a Station of the Metro,https://www.poetryfoundation.org/poetrymagazine/poems/12675/in-a-station-of-the-metro,2,"Petals on a wet, black bough.",bough.,bough.,thou.,mao.,lao.,howe.,plow.,False,NOUN
geoffrey-chaucer-the-canterbury-tales-prologue,Geoffrey Chaucer,"The Canterbury Tales, Prologue",https://www.poetryfoundation.org/poems/43926/the-canterbury-tales-general-prologue,0,"Whan that Aprille with his shoures soote,","soote,",,,,,,,True,VERB
geoffrey-chaucer-the-canterbury-tales-prologue,Geoffrey Chaucer,"The Canterbury Tales, Prologue",https://www.poetryfoundation.org/poems/43926/the-canterbury-tales-general-prologue,1,"The droghte of March hath perced to the roote,","roote,",,,,,,,True,NOUN
geoffrey-chaucer-the-canterbury-tales-prologue,Geoffrey Chaucer,"The Canterbury Tales, Prologue",https://www.poetryfoundation.org/poems/43926/the-canterbury-tales-general-prologue,2,And bathed every veyne in swich licóur,licóur,,,,,,,True,NOUN
geoffrey-chaucer-the-canterbury-tales-prologue,Geoffrey Chaucer,"The Canterbury Tales, Prologue",https://www.poetryfoundation.org/poems/43926/the-canterbury-tales-general-prologue,3,Of which vertú engendred is the flour;,flour;,tower;,shower;,flower;,power;,hour;,flour;,False,NOUN
geoffrey-chaucer-the-canterbury-tales-prologue,Geoffrey Chaucer,"The Canterbury Tales, Prologue",https://www.poetryfoundation.org/poems/43926/the-canterbury-tales-general-prologue,4,Whan Zephirus eek with his swete breeth,breeth,,,,,,,True,NOUN
geoffrey-chaucer-the-canterbury-tales-prologue,Geoffrey Chaucer,"The Canterbury Tales, Prologue",https://www.poetryfoundation.org/poems/43926/the-canterbury-tales-general-prologue,5,Inspired hath in every holt and heeth,heeth,,,,,,,True,NOUN
geoffrey-chaucer-the-canterbury-tales-prologue,Geoffrey Chaucer,"The Canterbury Tales, Prologue",https://www.poetryfoundation.org/poems/43926/the-canterbury-tales-general-prologue,6,"The tendre croppes, and the yonge sonne",sonne,spahn,sonne,han,juan,con,,False,NOUN
geoffrey-chaucer-the-canterbury-tales-prologue,Geoffrey Chaucer,"The Canterbury Tales, Prologue",https://www.poetryfoundation.org/poems/43926/the-canterbury-tales-general-prologue,7,"Hath in the Ram his halfe cours y-ronne,","y-ronne,",,,,,,,True,NOUN
gerard-manley-hopkins-gods-grandeur,Gerard Manley Hopkins,God's Grandeur,https://www.poetryfoundation.org/poems/44395/gods-grandeur,0,The world is charged with the grandeur of God.,God.,Squad.,God.,Odd.,Cod.,Nod.,,False,NOUN
gerard-manley-hopkins-gods-grandeur,Gerard Manley Hopkins,God's Grandeur,https://www.poetryfoundation.org/poems/44395/gods-grandeur,1,"    It will flame out, like shining from shook foil;",foil;,foil;,boil;,coil;,,,,False,NOUN
gerard-manley-hopkins-gods-grandeur,Gerard Manley Hopkins,God's Grandeur,https://www.poetryfoundation.org/poems/44395/gods-grandeur,2,"    It gathers to a greatness, like the ooze of oil",oil,oil,boil,coil,,,,False,NOUN
gerard-manley-hopkins-gods-grandeur,Gerard Manley Hopkins,God's Grandeur,https://www.poetryfoundation.org/poems/44395/gods-grandeur,3,Crushed. Why do men then now not reck his rod?,rod?,nod?,squad?,rod?,odd?,cod?,,False,NOUN
gerard-manley-hopkins-gods-grandeur,Gerard Manley Hopkins,God's Grandeur,https://www.poetryfoundation.org/poems/44395/gods-grandeur,4,"Generations have trod, have trod, have trod;",trod;,cod;,odd;,squad;,nod;,trod;,,False,NOUN
gerard-manley-hopkins-gods-grandeur,Gerard Manley Hopkins,God's Grandeur,https://www.poetryfoundation.org/poems/44395/gods-grandeur,5,"    And all is seared with trade; bleared, smeared with toil;",toil;,toil;,coil;,boil;,,,,False,NOUN
gerard-manley-hopkins-gods-grandeur,Gerard Manley Hopkins,God's Grandeur,https://www.poetryfoundation.org/poems/44395/gods-grandeur,6,    And wears man's smudge and shares man's smell: the soil,soil,coil,boil,soil,,,,False,NOUN
gerard-manley-hopkins-gods-grandeur,Gerard Manley Hopkins,God's Grandeur,https://www.poetryfoundation.org/poems/44395/gods-grandeur,7,"Is bare now, nor can foot feel, being shod.",shod.,,,,,,,True,ADJ
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,0,Color mahogany.,mahogany.,,,,,,,True,NOUN
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,1,Color mahogany center.,center.,enter.,center.,,,,,False,NOUN
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,2,Rose is a rose is a rose is a rose.,rose.,rose.,goes.,,,,,False,VERB
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,3,Loveliness extreme.,extreme.,regime.,extreme.,supreme.,upstream.,esteem.,,False,NOUN
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,4,Extra gaiters.,gaiters.,,,,,,,True,NOUN
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,5,Loveliness extreme.,extreme.,extreme.,esteem.,downstream.,supreme.,upstream.,,False,NOUN
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,6,Sweetest ice-cream.,ice-cream.,,,,,,,True,NOUN
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,7,Page ages page ages page ages.,ages.,wages.,ages.,pages.,stages.,,,False,NOUN
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,8,Wiped Wiped wire wire.,wire.,choir.,retire.,fire.,wire.,hire.,meyer.,False,NOUN
gertrude-stein-sacred-emily,Gertrude Stein,Sacred Emily,https://www.poetryfoundation.org/poems/52389/sacred-emily,9,Sweeter than peaches and pears and cream.,cream.,scream.,theme.,beam.,steam.,cream.,seem.,False,NOUN
gwendolyn-brooks-we-real-cool,Gwendolyn Brooks,We Real Cool,https://www.poetryfoundation.org/poetrymagazine/poems/28112/we-real-cool,0,We real cool. We   ,We,Three,She,We,,,,False,OTHER
gwendolyn-brooks-we-real-cool,Gwendolyn Brooks,We Real Cool,https://www.poetryfoundation.org/poetrymagazine/poems/28112/we-real-cool,1,Left school. We,We,She,We,Three,,,,False,OTHER
gwendolyn-brooks-we-real-cool,Gwendolyn Brooks,We Real Cool,https://www.poetryfoundation.org/poetrymagazine/poems/28112/we-real-cool,2,Lurk late. We,We,She,We,Three,,,,False,OTHER
gwendolyn-brooks-we-real-cool,Gwendolyn Brooks,We Real Cool,https://www.poetryfoundation.org/poetrymagazine/poems/28112/we-real-cool,3,Strike straight. We,We,She,Three,We,,,,False,OTHER
gwendolyn-brooks-we-real-cool,Gwendolyn Brooks,We Real Cool,https://www.poetryfoundation.org/poetrymagazine/poems/28112/we-real-cool,4,Sing sin. We   ,We,We,She,Three,,,,False,OTHER
gwendolyn-brooks-we-real-cool,Gwendolyn Brooks,We Real Cool,https://www.poetryfoundation.org/poetrymagazine/poems/28112/we-real-cool,5,Thin gin. We,We,We,Three,She,,,,False,OTHER
gwendolyn-brooks-we-real-cool,Gwendolyn Brooks,We Real Cool,https://www.poetryfoundation.org/poetrymagazine/poems/28112/we-real-cool,6,Jazz June. We   ,We,She,We,Three,,,,False,OTHER
gwendolyn-brooks-we-real-cool,Gwendolyn Brooks,We Real Cool,https://www.poetryfoundation.org/poetrymagazine/poems/28112/we-real-cool,7,Die soon.,soon.,,,,,,,True,ADV
gwendolyn-brooks-the-bean-eaters,Gwendolyn Brooks,The Bean Eaters,https://www.poetryfoundation.org/poems/43315/the-bean-eaters,0,"They eat beans mostly, this old yellow pair.   ",pair.,wear.,pair.,flair.,chair.,tear.,herr.,False,NOUN
gwendolyn-brooks-the-bean-eaters,Gwendolyn Brooks,The Bean Eaters,https://www.poetryfoundation.org/poems/43315/the-bean-eaters,1,Dinner is a casual affair.,affair.,compare.,despair.,unfair.,declare.,affair.,,False,NOUN
gwendolyn-brooks-the-bean-eaters,Gwendolyn Brooks,The Bean Eaters,https://www.poetryfoundation.org/poems/43315/the-bean-eaters,2,"Plain chipware on a plain and creaking wood,   ","wood,","hood,","wood,","you'd,","stood,",,,False,NOUN
gwendolyn-brooks-the-bean-eaters,Gwendolyn Brooks,The Bean Eaters,https://www.poetryfoundation.org/poems/43315/the-bean-eaters,3,Tin flatware.,flatware.,hardware.,warfare.,nightmare.,flatware.,welfare.,,False,NOUN
gwendolyn-brooks-the-bean-eaters,Gwendolyn Brooks,The Bean Eaters,https://www.poetryfoundation.org/poems/43315/the-bean-eaters,4,Two who are Mostly Good.,Good.,,,,,,,True,ADJ
gwendolyn-brooks-the-bean-eaters,Gwendolyn Brooks,The Bean Eaters,https://www.poetryfoundation.org/poems/43315/the-bean-eaters,5,"Two who have lived their day,","day,","kay,","pay,","day,","jay,","prey,","clay,",False,NOUN
gwendolyn-brooks-the-bean-eaters,Gwendolyn Brooks,The Bean Eaters,https://www.poetryfoundation.org/poems/43315/the-bean-eaters,6,But keep on putting on their clothes   ,clothes,,,,,,,True,NOUN
gwendolyn-brooks-the-bean-eaters,Gwendolyn Brooks,The Bean Eaters,https://www.poetryfoundation.org/poems/43315/the-bean-eaters,7,And putting things away.,away.,,,,,,,True,ADV
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,0,"By the shore of Gitche Gumee,","Gumee,",,,,,,,True,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,1,"By the shining Big-Sea-Water,","Big-Sea-Water,",,,,,,,True,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,2,"At the doorway of his wigwam,","wigwam,",,,,,,,True,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,3,"In the pleasant Summer morning,","morning,",,,,,,,True,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,4,Hiawatha stood and waited.,waited.,hated.,stated.,waited.,rated.,dated.,,False,VERB
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,5,"All the air was full of freshness,","freshness,",,,,,,,True,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,6,"All the earth was bright and joyous,","joyous,",,,,,,,True,ADJ
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,7,"And before him, through the sunshine,","sunshine,","sunshine,","outline,","skyline,","shoreline,","deadline,","carbine,",False,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,8,Westward toward the neighboring forest,forest,,,,,,,True,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,9,"Passed in golden swarms the Ahmo,","Ahmo,",,,,,,,True,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,10,"Passed the bees, the honey-makers,","honey-makers,",,,,,,,True,NOUN
henry-wadsworth-longfellow-the-song-of-hiawatha,Henry Wadsworth Longfellow,The Song of Hiawatha,https://www.poetryfoundation.org/poems/44641/the-song-of-hiawatha,11,"Burning, singing in the sunshine.",sunshine.,outline.,deadline.,sunshine.,pipeline.,shoreline.,skyline.,False,NOUN
jane-austen-pride-and-prejudice,Jane Austen,Pride and Prejudice,,0,"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",wife.,wife.,life.,knife.,strife.,,,False,NOUN
jane-austen-pride-and-prejudice,Jane Austen,Pride and Prejudice,,1,"However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered the rightful property of some one or other of their daughters.",daughters.,daughters.,waters.,water's.,,,,False,NOUN
jane-austen-pride-and-prejudice,Jane Austen,Pride and Prejudice,,2,"My dear Mr. Bennet, said his lady to him one day, have you heard that Netherfield Park is let at last?",last?,,,,,,,True,ADJ
jane-austen-pride-and-prejudice,Jane Austen,Pride and Prejudice,,3,Mr. Bennet replied that he had not.,not.,,,,,,,True,ADV
jane-austen-pride-and-prejudice,Jane Austen,Pride and Prejudice,,4,"But it is, returned she; for Mrs. Long has just been here, and she told me all about it.",it.,,,,,,,True,OTHER
jane-austen-pride-and-prejudice,Jane Austen,Pride and Prejudice,,5,Mr. Bennet made no answer.,answer.,dancer.,answer.,cancer.,,,,False,NOUN
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,0,"Our two souls therefore, which are one,","one,",,,,,,,True,OTHER
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,1,"   Though I must go, endure not yet",yet,,,,,,,True,ADV
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,2,"A breach, but an expansion,","expansion,",,,,,,,True,NOUN
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,3,   Like gold to airy thinness beat.,beat.,greet.,pete.,fleet.,meet.,treat.,beat.,False,NOUN
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,4,"If they be two, they are two so",so,,,,,,,True,OTHER
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,5,   As stiff twin compasses are two;,two;,you;,two;,through;,,,,False,OTHER
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,6,"Thy soul, the fixed foot, makes no show",show,show,sew,flow,blow,dough,woe,False,NOUN
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,7,"   To move, but doth, if the other do.",do.,grew.,do.,,,,,False,VERB
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,8,"And though it in the center sit,","sit,","hit,","bit,","sit,","fit,","split,","quit,",False,NOUN
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,9,"   Yet when the other far doth roam,","roam,","rome,","roam,","dome,","comb,","foam,",,False,NOUN
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,10,"It leans and hearkens after it,","it,",,,,,,,True,OTHER
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,11,"   And grows erect, as that comes home.",home.,rome.,comb.,dome.,foam.,home.,,False,NOUN
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,12,"Such wilt thou be to me, who must,","must,",,,,,,,True,OTHER
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,13,"   Like th' other foot, obliquely run;",run;,run;,done;,,,,,False,VERB
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,14,"Thy firmness makes my circle just,","just,",,,,,,,True,ADV
john-donne-a-valediction-forbidding-mourning,John Donne,A Valediction: Forbidding Mourning,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning,15,   And makes me end where I begun.,begun.,,,,,,,True,VERB
